source_row	google_link	google_desc	immich_candidates	immich_desc	match_id	immich_link	confidence	signals	notes
artist-photos.tsv:Lindsay Lou @ Strathmore 11/16/24 ; history/2024.tsv:2024-11-16 The Wood Brothers	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNcQb6emMHD1SuqavlBJ8chv3RsAnsQFdLC1osl?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Lindsay Lou @ Strathmore 11/16/24 / The Wood Brothers at The Music Center at Strathmore, North Bethesda, MD, USA					1	caption:2024-11-16	
artist-photos.tsv:Ghalia Volt @ Warner 11/20/24 ; history/2024.tsv:2024-11-20 Samantha Fish	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipP-tf1uE-Vwr47WSiNK0PtdNLRdgk_tH0gL6lrJ?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Ghalia Volt @ Warner 11/20/24 / Samantha Fish at Warner Theatre, Washington, DC, USA					1	caption:2024-11-20	
artist-photos.tsv:Albert Castiglia @ JVs 12/22/24 ; history/2024.tsv:2024-12-22 Albert Castiglia	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMv4beunvUyfyM-g3B8p8MIelZv8418cZ14xLlQ?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Albert Castiglia @ JVs 12/22/24 / Albert Castiglia at JV's Restaurant, Falls Church, VA, USA					1	caption:2024-12-22	
artist-photos.tsv:Keith Roberts of Young Dubliners @ Pearl	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNgb7m7ziG5mQBBvhZIGLjoymxzKD5GacoZy92x?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Keith Roberts of Young Dubliners @ Pearl Street 1/10/2025					1	caption:2025-01-10	
artist-photos.tsv:Chas Waltz (violin) of Young Dubliners @	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNv8FAGGhJRoiTkGeL5nl_3zVM6B7wYWIxfEIfQ?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Chas Waltz (violin) of Young Dubliners @ Pearl Street 1/10/2025					1	caption:2025-01-10	
artist-photos.tsv:Oliver Wood @ Birchmere 1/22/25	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipO1QZ1d_5cnovFYOL-xuHmYLb5qoQFN-MrWGQ8d?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Oliver Wood @ Birchmere 1/22/25					1	caption:2025-01-22	
artist-photos.tsv:Langhorne Slim @ Birchmere 1/22/25	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOZ4LgK_AB2H_5go4dXmoQdVWMal3cTwSlpvNOt?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Langhorne Slim @ Birchmere 1/22/25					1	caption:2025-01-22	
artist-photos.tsv:Yasmin Williams @ Birchmere 2/7/25 |  |  ; history/2025.tsv:2025-02-07 Yasmin Williams	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMiUrA-I7o8_Fw4HUdcRH8t613Au1giEZIC-Fc0?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Yasmin Williams @ Birchmere 2/7/25 |  | fresh from her NPR Tiny Desk taping https://www.npr.org/2025/02/07/g-s1-45615/yasmin-williams-tiny-desk-concert / Yasmin Williams at The Birchmere, Alexandria, VA, USA					1	caption:2025-02-07	
artist-photos.tsv:Sue Foley @ Hamilton Live 2/6/25 ; history/2025.tsv:2025-02-06 Sue Foley	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipODxZ7bZp_u5qS9cFjBzhoTx78SUGGn0i4jAjaw?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Sue Foley @ Hamilton Live 2/6/25 / Sue Foley at The Hamilton Live, Washington, DC, USA					1	caption:2025-02-06	
artist-photos.tsv:Trevor Lewington of Enter the Haggis @ T ; history/2025.tsv:2025-02-26 Enter the Haggis	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipM-A8jLDp-uXdUT4pikygVVStE5rdNIVCNxAa7X?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Trevor Lewington of Enter the Haggis @ The Barns at Wolf Trap 2/26/25 my birthday, show #2 of the Exit The Haggis farewell tour / Enter the Haggis at Wolf Trap Farm Park (The Barns), Vienna, VA, USA					1	caption:2025-02-26	
artist-photos.tsv:Mike Zito @ Hub City Vinyl Live 2/27/25 ; history/2025.tsv:2025-02-27 Mike Zito	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipN3_ZHz5tBGxWpNFfhTGlUWE8mZLzMVkm678ssB?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Mike Zito @ Hub City Vinyl Live 2/27/25 / Mike Zito at Hub City Vinyl, Hagerstown, MD, USA	c5220f82-0243-4c99-9a2d-6c929ed6b7de				2	date:2025-02-27|caption:2025-02-27	
artist-photos.tsv:Tikyra Jackson, drummer for Southern Ave	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipP7hY6dE1phWgYHf5wnump2qQ3GQL3vf5p-mVFJ?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Tikyra Jackson, drummer for Southern Avenue - Ram's Head Live on Stage 3/21/25					1	caption:2025-03-21	
artist-photos.tsv:Ori Naftaly of Southern Avenue and his y	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMg5KbvhUdpUwLnwO3_3hnK0o7NEC6RM8W8jYLG?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Ori Naftaly of Southern Avenue and his youngest fan. Ram's Head Live on Stage 3/21/25					1	caption:2025-03-21	
artist-photos.tsv:Tierinii Jackson, voice of Southern Aven	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMubp2hjJ7gcdHpi70XwNm50E4JrkywBFZeJ1ig?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Tierinii Jackson, voice of Southern Avenue - Ram's Head Live on Stage 3/21/25					1	caption:2025-03-21	
artist-photos.tsv:Valerie June, Ram's Head Live on Stage 4 ; history/2025.tsv:2025-04-18 Valerie June	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMQFKQEDOSTjh_qb_81r17bNYtS8Mi5t3KaOHsG?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Valerie June, Ram's Head Live on Stage 4/18/25 / Valerie June at Rams Head On Stage, Annapolis, MD, USA					1	caption:2025-04-18	
artist-photos.tsv:Danielle Nicole @ Pearl Street Warehouse	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPDSiw5TiFfVYBoAutYdxJdxxm_xLWbd19RhMPa?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Danielle Nicole @ Pearl Street Warehouse 5/2/25					1	caption:2025-05-02	
artist-photos.tsv:Brandon Miller @ Pearl Street | Warehous	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNmCilow3HfMyKzh8fMnnJGIwXekhx571vKBGbL?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Brandon Miller @ Pearl Street | Warehouse 5/2/25					1	caption:2025-05-02	
artist-photos.tsv:Larkin Poe at 9:30 Club 5/9/25 ; history/2025.tsv:2025-05-09 Larkin Poe	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPWyABmkpJb62f5XJt0NjWJEKTwJ2gtzrOqq9sT?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Larkin Poe at 9:30 Club 5/9/25 / Larkin Poe at 9:30 Club, Washington, DC, USA	7e39a4ac-7006-4534-b1aa-89b8d2c96b85				2	date:2025-05-09|caption:2025-05-09	
artist-photos.tsv:Ally Venable @ Ram's Head Live On Stage  ; history/2025.tsv:2025-05-14 Ally Venable Band	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPhu-vwmQVH_Xnhfp1cnbA1fuZTeHCP7UQG0okA?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Ally Venable @ Ram's Head Live On Stage 5/14/25 / Ally Venable Band at Rams Head On Stage, Annapolis, MD, USA					1	caption:2025-05-14	
artist-photos.tsv:The Heavy Heavy - William Turner and Geo ; history/2025.tsv:2025-06-13 The Heavy Heavy	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNL5BBTKE4ZWm8S8ySbbv9jwXiDQu6MF3puzTNb?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	The Heavy Heavy - William Turner and Georgie Fuller @ The Atlantis 5/13/25 / The Heavy Heavy at The Atlantis, Washington, DC, USA					1	caption:2025-05-13	
artist-photos.tsv:JP Soars at JV's Music Room 7/13/25 ; history/2025.tsv:2025-07-13 J. P. Soars	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPdYM6KSBoHSS4UZPRgHvVE-vt2XfvAnGGNe73E?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	JP Soars at JV's Music Room 7/13/25 / J. P. Soars at JV's Restaurant, Falls Church, VA, USA					1	caption:2025-07-13	
artist-photos.tsv:Jax Hollow & Taylor Tuke @ Ram's Head Li ; history/2025.tsv:2025-07-17 Jax Hollow	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipM0dZWiYz6LlM-izqhUgapc7wffBfJ3vc3mRwrZ?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Jax Hollow & Taylor Tuke @ Ram's Head Live On Stage 7/17/25 / Jax Hollow at Rams Head On Stage, Annapolis, MD, USA					1	caption:2025-07-17	
artist-photos.tsv:Amythyst Kiah @ Jammin' Java 7/21/25 ; history/2025.tsv:2025-07-21 Amythyst Kiah	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOxBDablxhmD8QjifqMbBoXK6QV1mKP_ysa4Exs?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Amythyst Kiah @ Jammin' Java 7/21/25 / Amythyst Kiah at Jammin' Java, Vienna, VA, USA					1	caption:2025-07-21	
artist-photos.tsv:Eric Johansen @ Jammin' Java 8/3/25 ; history/2025.tsv:2025-08-03 Eric Johanson	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNBJqblam1ov8JD35ED9S-TqSgKxg5Lul3LGxjn?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Eric Johansen @ Jammin' Java 8/3/25 / Eric Johanson at Jammin' Java, Vienna, VA, USA					1	caption:2025-08-03	
artist-photos.tsv:D.K. Harrell @ Jammin' Java 8/19/25 ; history/2025.tsv:2025-08-19 D.K. Harrell	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipP1C-Nyh5dcc-SixC79bgPHP8HprD9sjOkQEMaz?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	D.K. Harrell @ Jammin' Java 8/19/25 / D.K. Harrell at Jammin' Java, Vienna, VA, USA					1	caption:2025-08-19	
artist-photos.tsv:Dave Barnes of Bywater Call @ Pearl Stre	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOmz1ZydM94Y6xIbAsDAnOSP6PXowzhN7nGe5IU?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Dave Barnes of Bywater Call @ Pearl Street Warehouse 9/24/25	a68581df-8881-4b0c-83fe-2e047fff8262;115a953f-d8fa-4b14-bc09-cd284b8496f2				1	caption:2025-09-24	
artist-photos.tsv:Meghan Parnell of Bywater Call @ Pearl S	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPBm1T2ZQTvChWl5GBk5bk_zsU-a-HSaPKD-J-x?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Meghan Parnell of Bywater Call @ Pearl Street Warehouse 9/24/25	a68581df-8881-4b0c-83fe-2e047fff8262;115a953f-d8fa-4b14-bc09-cd284b8496f2				1	caption:2025-09-24	
artist-photos.tsv:Judith Hill (again) @ Hamilton Live 10/8 ; history/2025.tsv:2025-10-08 Judith Hill	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNIPwuZl2fAvQIJHjhP7dq8-IJyByX8opYBLDcj?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Judith Hill (again) @ Hamilton Live 10/8/25 / Judith Hill at The Hamilton Live, Washington, DC, USA					1	caption:2025-10-08	
artist-photos.tsv:Jackie Venson (again) @ Hamilton Live 10 ; history/2025.tsv:2025-10-15 Jackie Venson	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPoR-BF4vFi7bK8pHXy8973MgsVjHZNj-b9EzKg?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Jackie Venson (again) @ Hamilton Live 10/15/25 / Jackie Venson at The Hamilton Live, Washington, DC, USA					1	caption:2025-10-15	
artist-photos.tsv:the incomparable Jon Batiste @ The Anthe ; history/2025.tsv:2025-10-31 Jon Batiste	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMLDbfirRLvWGnfAHJV9jlOj0FeAuaGluqCRB4C?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	the incomparable Jon Batiste @ The Anthem 10/31/25 / Jon Batiste at The Anthem, Washington, DC, USA					1	caption:2025-10-31	
artist-photos.tsv:Stageside with Luther Dickinson of North ; history/2025.tsv:2025-11-08 North Mississippi Allstars	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNpPdlsTkjchUlAXweBaRWsPP-KgdPiOGZJuAAF?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Stageside with Luther Dickinson of North Mississippi All-Stars. Joey Williams in the background @ The Barns at Wolf Trap 11/8/25 / North Mississippi Allstars at Wolf Trap Farm Park (The Barns), Vienna, VA, USA					1	caption:2025-11-08	
artist-photos.tsv:The Lone Bellow (again) @ Union Stage DC ; history/2025.tsv:2025-11-14 The Lone Bellow	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNJJEsskMiktUSqkJQGGGAhAw9aBLkaepim5Xng?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	The Lone Bellow (again) @ Union Stage DC 11/14/25 / The Lone Bellow at Union Stage, Washington, DC, USA	6f96dfd7-9a23-4a96-a5c5-97fc66cc49d7				2	date:2025-11-14|caption:2025-11-14	
artist-photos.tsv:Mohini Dey @ Birchmere 2/19/26 ; history/2026.tsv:2026-02-19 Mohini Dey	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMdYUYotEb2HRWudzfqTwrM_ONnc5n50E41n2Qo?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Mohini Dey @ Birchmere 2/19/26 / Mohini Dey at The Birchmere					1	caption:2026-02-19	
artist-photos.tsv:Matteo Mancuso @ Hamilton Live 2/21/26 ; history/2026.tsv:2026-02-21 Matteo Mancuso	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPGHyM3bJucxu2ninCAvKnlOIjE5ctHT6RqQgan?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Matteo Mancuso @ Hamilton Live 2/21/26 / Matteo Mancuso at Hamilton Live					1	caption:2026-02-21	
artist-photos.tsv:Billy Gibbons and the BFGs (Chris Layton ; history/2026.tsv:2026-02-23 Billy Gibbons	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNmNG-4Njpyepxhh92wwYfMiI9KKvaEameWgzxC?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Billy Gibbons and the BFGs (Chris Layton, Mike Flanigin) @ Birchmere 2/23/26 / Billy Gibbons at The Birchmere					1	caption:2026-02-23	
artist-photos.tsv:Albert Castiglia (again) @ Rams Head 3/7 ; history/2026.tsv:2026-03-07 Albert Castiglia	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOio_dAUeh915f7lkTME7sOe5eLnNp7WmlxPCbY?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Albert Castiglia (again) @ Rams Head 3/7/26. expert photo by Lary Chinowsky / Albert Castiglia at Rams Head On Stage	1df751ee-bfb2-4256-98d2-f6397c2a85c9				2	date:2026-03-07|face:date	
artist-photos.tsv:Sue Foley (again) @ Hamilton Live 3/11/2 ; history/2026.tsv:2026-03-11 Sue Foley	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNoeU1kedn90tmktx6Ds7_QyBosXNVd7jIYqFrr?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Sue Foley (again) @ Hamilton Live 3/11/26  | One Guitar Woman tour for Women's History Month / Sue Foley at Hamilton Live					1	caption:2026-03-11	
artist-photos.tsv:Danielle Nicole (again) and Brandon Mill ; history/2026.tsv:2026-03-20 Danielle Nicole	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOtrte7inCSux4IimPmmnQFr_aQjYEZmh1h3CYa?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Danielle Nicole (again) and Brandon Miller (again) @ Hamilton Live 3/20/26 / Danielle Nicole at Hamilton Live					1	caption:2026-03-20	
artist-photos.tsv:ZZ Ward (again) @ Birchmere 3/21/26 ; history/2026.tsv:2026-03-21 ZZ Ward	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMry9xrJJswLfoqueYuWwF_5V4lLdbtcSMMxxb6?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	ZZ Ward (again) @ Birchmere 3/21/26 / ZZ Ward at The Birchmere	a6a2e93d-a487-421f-95eb-60852083ccf5				2	date:2026-03-21|face:date	
artist-photos.tsv:Joanne Shaw Taylor & Shane Saunders @ Ra ; history/2026.tsv:2026-03-28 Joanne Shaw Taylor	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNOMXDgtSn3RohK0dpzHRQ48Tjwdn6sVPrwPJTy?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Joanne Shaw Taylor & Shane Saunders @ Ram's Head 3/28/26 (photobomb, JST doesn't stick around for fan photos) / Joanne Shaw Taylor at Rams Head On Stage					1	caption:2026-03-28	
artist-photos.tsv:Selwyn Birchwood (again) @ Collective En ; history/2026.tsv:2026-03-29 Selwyn Birchwood	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipN8EZU803eHqZBNwFkvYlSGAqDGOgUgdYq0GMFN?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Selwyn Birchwood (again) @ Collective Encore 2026-03-29 / Selwyn Birchwood at Collective Encore	136bbc96-ffb8-4545-ad90-8ab47ed5f4da				2	date:2026-03-29|face:date	
artist-photos.tsv:Jake Xerxes Fussell (again) @ Union Stag ; history/2026.tsv:2026-04-11 Jake Xerxes Fussell	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPo3JvhfhOuYwLhI5JQz_BA5I9MTw2fjBlnDlXH?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Jake Xerxes Fussell (again) @ Union Stage 4/11/26 / Jake Xerxes Fussell at Union Stage					1	caption:2026-04-11	
artist-photos.tsv:Margaret Glaspy @ 9:30 Club 4/12/26 supp ; history/2026.tsv:2026-04-12 Glen Hansard	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOXCDUEvViNlpnBuXjcU0pTUkJ_yuVdAH2Df6fm?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Margaret Glaspy @ 9:30 Club 4/12/26 supporting Glen Hansard / Glen Hansard at 9:30 Club	38d02275-b49e-417c-8ac5-791e3ef7ebb8				2	date:2026-04-12|caption:2026-04-12	
artist-photos.tsv:Tommy Castro @ Rams Head 4/19/26 - he lo ; history/2026.tsv:2026-04-19 Tommy Castro & the Painkillers	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOECpqkD6ZxJe6eufkNz-gJhazXS8C1Gn1-jCkn?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Tommy Castro @ Rams Head 4/19/26 - he looked at my T-Shirt and said "You've got good taste. I love those kids" (he's 71) / Tommy Castro & the Painkillers at Rams Head On Stage					0		
artist-photos.tsv:Ally Venable (again) @ Rams Head 4/20/26 ; history/2026.tsv:2026-04-20 Ally Venable Band	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipN7nxacNNJJAVfz3JrZLOGY2YlWr-4IYa2RjDMM?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Ally Venable (again) @ Rams Head 4/20/26 / Ally Venable Band at Rams Head On Stage	8a20d345-d01a-4098-ab33-3a6e4f38ad21;524c19de-cf35-4eb4-b73c-b8fac554f167				1	date:2026-04-20	
artist-photos.tsv:Vanessa Collier (again) @ Collective Enc ; history/2026.tsv:2026-05-09 Vanessa Collier	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMfvBL0WkRv6bFT6hdHpl8MAkSGR4mim9kj-1dm?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Vanessa Collier (again) @ Collective Encore 5/9/26 / Vanessa Collier at Collective Encore					0		
